EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,URTARRILA 2019 ENERO,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,M,01 13 ,"3,59 ",11,9,13 40 ,"3,58 ",11,8
2,J,01 51 ,"3,78 ",12,4,14 13 ,"3,77 ",12,4
3,V,02 26 ,"3,95 ",12,11,14 45 ,"3,95 ",12 11,
4,,03 00 ,"4,09 ",13,5,15 16 ,"4,09 ",13,5
5,D,03 33 ,"4,18 ",13,8,15 49 ,"4,17 ",13,8
6,L,04 08 ,"4,21 ",13,9,16 23 ,"4,20 ",13,9
7,M,04 46 ,"4,16 ",13,7,16 59 ,"4,16 ",13,7
8,M,05 26 ,"4,04 ",13,3,17 40 ,"4,05 ",13,3
9,J,06 11 ,"3,87 ",12,8,18 28 ,"3,89 ",12,9
10,V,07 05 ,"3,66 ",12,0,19 26 ,"3,71 ",12,2
11,S,08 12 ,"3,47 ",11,4,20 38 ,"3,58 ",11,8
12,,09 33 ,"3,39 ",11,1,22 01 ,"3,56 ",11,8
13,L,10 54 ,"3,46 ",11,4,23 18 ,"3,67 ",12,0
14,M,12 02 ,"3,65 ",11,11,— ,— ,— ,—
15,M,00 23 ,"3,87 ",12,8,12 58 ,"3,88 ",12,8
16,J,01 18 ,"4,07 ",13,4,13 47 ,"4,08 ",13,4
17,V,02 07 ,"4,23 ",13,10,14 30 ,"4,24 ",13 10,
18,,02 51 ,"4,31 ",14,1,15 11 ,"4,32 ",14,2
19,D,03 33 ,"4,31 ",14,1,15 51 ,"4,33 ",14,2
20,L,04 13 ,"4,22 ",13,10,16 29 ,"4,26 ",13 11,
21,M,04 52 ,"4,06 ",13,3,17 07 ,"4,13 ",13,6
22,M,05 31 ,"3,86 ",12,7,17 47 ,"3,95 ",12 11,
23,J,06 12 ,"3,64 ",11,11,18 29 ,"3,75 ",12,3
24,V,06 56 ,"3,42 ",11,2,19 16 ,"3,55 ",11,7
25,S,07 47 ,"3,23 ",10,7,20 12 ,"3,38 ",11,1
26,,08 51 ,"3,10 ",10,2,21 17 ,"3,28 ",10,9
27,L,10 04 ,"3,07 ",10,0,22 27 ,"3,27 ",10,8
28,M,11 12 ,"3,15 ",10,4,23 30 ,"3,36 ",11,0
29,M,12 08 ,"3,31 ",10,10,— ,— ,— ,—
30,J,00 23 ,"3,50 ",11,5,12 53 ,"3,50 ",11,5
31,V,01 09 ,"3,67 ",12,0,13 33 ,"3,70 ",12,1
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,,MAIATZA 2019 MAYO,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,M,07 24 ,"1,22 ",4,0,19 41 ,"1,21 ",3 11,
2,J,08 00 ,"1,04 ",3,4,20 16 ,"1,03 ",3,4
3,V,08 33 ,"0,89 ",2,11,20 49 ,"0,88 ",2 10,
4,,09 04 ,"0,78 ",2,6,21 22 ,"0,76 ",2,5
5,D,09 37 ,"0,71 ",2,3,21 56 ,"0,69 ",2,3
6,L,10 10 ,"0,70 ",2,3,22 32 ,"0,68 ",2,2
7,M,10 46 ,"0,75 ",2,5,23 12 ,"0,74 ",2,5
8,M,11 26 ,"0,87 ",2,10,23 56 ,"0,86 ",2,9
9,J,12 11 ,"1,04 ",3,4,— ,— ,— ,—
10,V,00 47 ,"1,02 ",3,4,13 04 ,"1,24 ",4,0
11,S,01 48 ,"1,19 ",3,10,14 09 ,"1,42 ",4,7
12,,03 01 ,"1,29 ",4,2,15 27 ,"1,49 ",4 10,
13,L,04 22 ,"1,26 ",4,1,16 48 ,"1,41 ",4,7
14,M,05 35 ,"1,11 ",3,7,17 57 ,"1,21 ",3 11,
15,M,06 35 ,"0,91 ",2,11,18 54 ,"0,98 ",3,2
16,J,07 27 ,"0,73 ",2,4,19 44 ,"0,76 ",2,5
17,V,08 13 ,"0,60 ",1,11,20 29 ,"0,61 ",2,0
18,,08 55 ,"0,54 ",1,9,21 13 ,"0,53 ",1,8
19,D,09 36 ,"0,57 ",1,10,21 55 ,"0,55 ",1,9
20,L,10 15 ,"0,67 ",2,2,22 37 ,"0,64 ",2,1
21,M,10 54 ,"0,83 ",2,8,23 18 ,"0,79 ",2,7
22,M,11 34 ,"1,02 ",3,4,— ,— ,— ,—
23,J,00 01 ,"0,99 ",3,2,12 15 ,"1,24 ",4,0
24,V,00 46 ,"1,20 ",3,11,13 01 ,"1,45 ",4,9
25,S,01 35 ,"1,40 ",4,7,13 54 ,"1,63 ",5,4
26,,02 34 ,"1,55 ",5,1,14 59 ,"1,75 ",5,8
27,L,03 40 ,"1,63 ",5,4,16 11 ,"1,76 ",5,9
28,M,04 48 ,"1,61 ",5,3,17 17 ,"1,68 ",5,6
29,M,05 47 ,"1,50 ",4,11,18 12 ,"1,53 ",5,0
30,J,06 36 ,"1,35 ",4,5,18 58 ,"1,35 ",4,5
31,V,07 18 ,"1,19 ",3,10,19 39 ,"1,16 ",3,9
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,,EKAINA 2019 JUNIO,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,S,01 50 ,"3,84 ",12,7,14 11 ,"3,89 ",12,9
2,D,02 29 ,"3,99 ",13,1,14 47 ,"4,06 ",13,3
3,,03 08 ,"4,11 ",13,5,15 25 ,"4,18 ",13,8
4,M,03 48 ,"4,17 ",13,8,16 04 ,"4,25 ",13 11,
5,M,04 31 ,"4,16 ",13,7,16 46 ,"4,24 ",13 10,
6,J,05 16 ,"4,08 ",13,4,17 33 ,"4,18 ",13,8
7,V,06 06 ,"3,94 ",12,11,18 24 ,"4,06 ",13,3
8,S,07 02 ,"3,78 ",12,4,19 23 ,"3,91 ",12,9
9,D,08 05 ,"3,63 ",11,10,20 29 ,"3,78 ",12,4
10,,09 16 ,"3,53 ",11,6,21 41 ,"3,71 ",12,2
11,M,10 28 ,"3,54 ",11,7,22 53 ,"3,71 ",12,2
12,M,11 35 ,"3,62 ",11,10,23 59 ,"3,78 ",12,4
13,J,12 34 ,"3,76 ",12,4,— ,— ,— ,—
14,V,00 58 ,"3,87 ",12,8,13 25 ,"3,90 ",12,9
15,S,01 49 ,"3,95 ",12,11,14 11 ,"4,02 ",13,2
16,D,02 35 ,"4,00 ",13,1,14 53 ,"4,11 ",13,5
17,,03 17 ,"4,01 ",13,1,15 33 ,"4,15 ",13,7
18,M,03 57 ,"3,97 ",13,0,16 11 ,"4,13 ",13,6
19,M,04 35 ,"3,89 ",12,9,16 49 ,"4,07 ",13,4
20,J,05 12 ,"3,78 ",12,4,17 26 ,"3,96 ",12 11,
21,V,05 49 ,"3,65 ",11,11,18 05 ,"3,83 ",12,6
22,S,06 28 ,"3,50 ",11,5,18 46 ,"3,68 ",12,0
23,D,07 11 ,"3,36 ",11,0,19 32 ,"3,53 ",11,6
24,L,08 01 ,"3,24 ",10,7,20 25 ,"3,41 ",11,2
25,,08 59 ,"3,16 ",10,4,21 24 ,"3,33 ",10 11,
26,M,10 04 ,"3,16 ",10,4,22 28 ,"3,33 ",10 11,
27,J,11 07 ,"3,24 ",10,7,23 30 ,"3,39 ",11,1
28,V,12 04 ,"3,39 ",11,1,— ,— ,— ,—
29,S,00 26 ,"3,52 ",11,6,12 54 ,"3,59 ",11,9
30,D,01 16 ,"3,69 ",12,1,13 39 ,"3,79 ",12,5
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,,EKAINA 2019 JUNIO,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,S,07 56 ,"1,02 ",3,4,20 17 ,"0,98 ",3,2
2,D,08 33 ,"0,88 ",2,10,20 55 ,"0,83 ",2,8
3,,09 10 ,"0,78 ",2,6,21 35 ,"0,71 ",2,3
4,M,09 49 ,"0,72 ",2,4,22 16 ,"0,64 ",2,1
5,M,10 30 ,"0,73 ",2,4,23 01 ,"0,65 ",2,1
6,J,11 14 ,"0,80 ",2,7,23 49 ,"0,71 ",2,3
7,V,12 03 ,"0,93 ",3,0,— ,— ,— ,—
8,S,00 42 ,"0,83 ",2,8,12 58 ,"1,08 ",3,6
9,D,01 42 ,"0,97 ",3,2,14 00 ,"1,23 ",4,0
10,,02 48 ,"1,10 ",3,7,15 10 ,"1,31 ",4,3
11,M,03 59 ,"1,15 ",3,9,16 22 ,"1,31 ",4,3
12,M,05 08 ,"1,13 ",3,8,17 30 ,"1,23 ",4,0
13,J,06 10 ,"1,05 ",3,5,18 30 ,"1,10 ",3,7
14,V,07 04 ,"0,96 ",3,1,19 24 ,"0,97 ",3,2
15,S,07 52 ,"0,89 ",2,11,20 12 ,"0,85 ",2,9
16,D,08 35 ,"0,84 ",2,9,20 57 ,"0,77 ",2,6
17,,09 17 ,"0,83 ",2,8,21 40 ,"0,75 ",2,5
18,M,09 56 ,"0,86 ",2,9,22 21 ,"0,78 ",2,6
19,M,10 35 ,"0,93 ",3,0,23 01 ,"0,85 ",2,9
20,J,11 14 ,"1,03 ",3,4,23 41 ,"0,97 ",3,2
21,V,11 53 ,"1,16 ",3,9,— ,— ,— ,—
22,S,00 21 ,"1,11 ",3,7,12 34 ,"1,31 ",4,3
23,D,01 03 ,"1,26 ",4,1,13 18 ,"1,45 ",4,9
24,L,01 50 ,"1,40 ",4,7,14 09 ,"1,58 ",5,2
25,,02 43 ,"1,51 ",4,11,15 07 ,"1,66 ",5,5
26,M,03 43 ,"1,58 ",5,2,16 12 ,"1,68 ",5,6
27,J,04 45 ,"1,56 ",5,1,17 15 ,"1,61 ",5,3
28,V,05 43 ,"1,47 ",4,9,18 12 ,"1,47 ",4,9
29,S,06 34 ,"1,33 ",4,4,19 02 ,"1,28 ",4,2
30,D,07 21 ,"1,15 ",3,9,19 48 ,"1,07 ",3,6
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,,UZTAILA 2019 JULIO,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,L,02 02 ,"3,86 ",12,7,14 23 ,"4,00 ",13,1
2,,02 48 ,"4,02 ",13,2,15 06 ,"4,17 ",13,8
3,M,03 33 ,"4,13 ",13,6,15 51 ,"4,30 ",14,1
4,J,04 20 ,"4,19 ",13,8,16 36 ,"4,37 ",14,4
5,V,05 08 ,"4,18 ",13,8,17 25 ,"4,36 ",14,3
6,S,05 58 ,"4,09 ",13,5,18 16 ,"4,27 ",14,0
7,D,06 51 ,"3,95 ",12,11,19 11 ,"4,12 ",13,6
8,L,07 48 ,"3,79 ",12,5,20 10 ,"3,94 ",12 11,
9,,08 50 ,"3,64 ",11,11,21 15 ,"3,76 ",12,4
10,M,09 57 ,"3,54 ",11,7,22 25 ,"3,63 ",11 10,
11,J,11 06 ,"3,52 ",11,6,23 36 ,"3,58 ",11,8
12,V,12 10 ,"3,58 ",11,8,— ,— ,— ,—
13,S,00 41 ,"3,59 ",11,9,13 07 ,"3,69 ",12,1
14,D,01 37 ,"3,65 ",11,11,13 57 ,"3,81 ",12,5
15,L,02 24 ,"3,72 ",12,2,14 40 ,"3,92 ",12 10,
16,,03 06 ,"3,77 ",12,4,15 19 ,"4,01 ",13,1
17,M,03 44 ,"3,80 ",12,5,15 56 ,"4,05 ",13,3
18,J,04 19 ,"3,80 ",12,5,16 31 ,"4,05 ",13,3
19,V,04 52 ,"3,77 ",12,4,17 05 ,"4,00 ",13,1
20,S,05 25 ,"3,71 ",12,2,17 39 ,"3,92 ",12 10,
21,D,05 59 ,"3,62 ",11,10,18 15 ,"3,81 ",12,5
22,L,06 35 ,"3,51 ",11,6,18 54 ,"3,69 ",12,1
23,M,07 15 ,"3,40 ",11,1,19 37 ,"3,54 ",11,7
24,M,08 01 ,"3,29 ",10,9,20 27 ,"3,41 ",11,2
25,,08 58 ,"3,22 ",10,6,21 28 ,"3,31 ",10 10,
26,V,10 06 ,"3,21 ",10,6,22 37 ,"3,29 ",10,9
27,S,11 15 ,"3,29 ",10,9,23 46 ,"3,37 ",11,0
28,D,12 18 ,"3,47 ",11,4,— ,— ,— ,—
29,L,00 48 ,"3,54 ",11,7,13 14 ,"3,70 ",12,1
30,M,01 42 ,"3,76 ",12,4,14 04 ,"3,96 ",12 11,
31,M,02 32 ,"3,98 ",13,0,14 51 ,"4,21 ",13,9
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,,UZTAILA 2019 JULIO,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,L,08 05 ,"0,97 ",3,2,20 33 ,"0,86 ",2,9
2,,08 48 ,"0,81 ",2,7,21 18 ,"0,66 ",2,1
3,M,09 32 ,"0,69 ",2,3,22 04 ,"0,52 ",1,8
4,J,10 17 ,"0,62 ",2,0,22 51 ,"0,45 ",1,5
5,V,11 05 ,"0,63 ",2,0,23 40 ,"0,47 ",1,6
6,S,11 54 ,"0,70 ",2,3,— ,— ,— ,—
7,D,00 32 ,"0,58 ",1,10,12 47 ,"0,82 ",2,8
8,L,01 26 ,"0,74 ",2,5,13 43 ,"0,99 ",3,2
9,,02 26 ,"0,94 ",3,1,14 45 ,"1,15 ",3,9
10,M,03 30 ,"1,11 ",3,7,15 52 ,"1,27 ",4,1
11,J,04 37 ,"1,22 ",4,0,17 02 ,"1,31 ",4,3
12,V,05 43 ,"1,25 ",4,1,18 09 ,"1,27 ",4,1
13,S,06 43 ,"1,22 ",4,0,19 09 ,"1,17 ",3 10,
14,D,07 35 ,"1,14 ",3,8,20 01 ,"1,05 ",3,5
15,L,08 21 ,"1,05 ",3,5,20 46 ,"0,94 ",3,1
16,,09 02 ,"0,98 ",3,2,21 28 ,"0,86 ",2,9
17,M,09 41 ,"0,93 ",3,0,22 06 ,"0,82 ",2,8
18,J,10 17 ,"0,92 ",3,0,22 43 ,"0,82 ",2,8
19,V,10 53 ,"0,95 ",3,1,23 18 ,"0,88 ",2 10,
20,S,11 28 ,"1,03 ",3,4,23 53 ,"0,97 ",3,2
21,D,12 04 ,"1,13 ",3,8,— ,— ,— ,—
22,L,00 29 ,"1,09 ",3,6,12 41 ,"1,25 ",4,1
23,M,01 07 ,"1,24 ",4,0,13 22 ,"1,39 ",4,6
24,M,01 50 ,"1,38 ",4,6,14 10 ,"1,52 ",4 11,
25,,02 40 ,"1,50 ",4,11,15 08 ,"1,62 ",5,3
26,V,03 40 ,"1,58 ",5,2,16 16 ,"1,64 ",5,4
27,S,04 47 ,"1,57 ",5,1,17 26 ,"1,56 ",5,1
28,D,05 53 ,"1,46 ",4,9,18 30 ,"1,38 ",4,6
29,L,06 51 ,"1,26 ",4,1,19 25 ,"1,12 ",3,8
30,M,07 43 ,"1,03 ",3,4,20 16 ,"0,82 ",2,8
31,M,08 31 ,"0,79 ",2,7,21 04 ,"0,55 ",1,9
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,ABUZTUA 2019 AGOSTO,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,,03 20 ,"4,17 ",13,8,15 37 ,"4,42 ",14,6
2,V,04 07 ,"4,30 ",14,1,16 24 ,"4,55 ",14 11,
3,S,04 54 ,"4,34 ",14,2,17 11 ,"4,57 ",14 11,
4,D,05 41 ,"4,28 ",14,0,18 00 ,"4,47 ",14,7
5,L,06 30 ,"4,13 ",13,6,18 50 ,"4,28 ",14,0
6,M,07 21 ,"3,92 ",12,10,19 44 ,"4,00 ",13,1
7,,08 18 ,"3,69 ",12,1,20 44 ,"3,71 ",12,2
8,J,09 22 ,"3,50 ",11,5,21 55 ,"3,47 ",11,4
9,V,10 36 ,"3,40 ",11,1,23 14 ,"3,34 ",10 11,
10,S,11 49 ,"3,42 ",11,2,— ,— ,— ,—
11,D,00 29 ,"3,34 ",10,11,12 53 ,"3,53 ",11,6
12,L,01 28 ,"3,44 ",11,3,13 45 ,"3,68 ",12,0
13,M,02 15 ,"3,56 ",11,8,14 28 ,"3,83 ",12,6
14,M,02 54 ,"3,67 ",12,0,15 05 ,"3,96 ",12 11,
15,,03 28 ,"3,76 ",12,4,15 38 ,"4,04 ",13,3
16,V,03 58 ,"3,82 ",12,6,16 10 ,"4,08 ",13,4
17,S,04 28 ,"3,84 ",12,7,16 40 ,"4,08 ",13,4
18,D,04 57 ,"3,83 ",12,6,17 11 ,"4,04 ",13,3
19,L,05 27 ,"3,78 ",12,4,17 43 ,"3,96 ",12 11,
20,M,05 59 ,"3,70 ",12,1,18 17 ,"3,83 ",12,6
21,M,06 33 ,"3,59 ",11,9,18 55 ,"3,67 ",12,0
22,J,07 13 ,"3,46 ",11,4,19 40 ,"3,49 ",11,5
23,,08 03 ,"3,33 ",10,11,20 36 ,"3,32 ",10 10,
24,S,09 10 ,"3,23 ",10,7,21 51 ,"3,22 ",10,6
25,D,10 32 ,"3,25 ",10,7,23 16 ,"3,27 ",10,8
26,L,11 50 ,"3,41 ",11,2,— ,— ,— ,—
27,M,00 28 ,"3,46 ",11,4,12 54 ,"3,68 ",12,0
28,M,01 27 ,"3,74 ",12,3,13 47 ,"4,00 ",13,1
29,J,02 18 ,"4,04 ",13,3,14 36 ,"4,32 ",14,2
30,,03 05 ,"4,29 ",14,0,15 21 ,"4,58 ",15,0
31,S,03 50 ,"4,46 ",14,7,16 07 ,"4,72 ",15,5
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,ABUZTUA 2019 AGOSTO,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,,09 18 ,"0,59 ",1,11,21 51 ,"0,34 ",1,1
2,V,10 04 ,"0,45 ",1,5,22 38 ,"0,23 ",0,9
3,S,10 51 ,"0,40 ",1,3,23 25 ,"0,24 ",0,9
4,D,11 38 ,"0,45 ",1,5,— ,— ,— ,—
5,L,00 13 ,"0,37 ",1,2,12 27 ,"0,60 ",1 11,
6,M,01 03 ,"0,61 ",2,0,13 19 ,"0,82 ",2,8
7,,01 56 ,"0,90 ",2,11,14 16 ,"1,08 ",3,6
8,J,02 56 ,"1,18 ",3,10,15 21 ,"1,31 ",4,3
9,V,04 04 ,"1,40 ",4,7,16 36 ,"1,45 ",4,9
10,S,05 19 ,"1,48 ",4,10,17 53 ,"1,44 ",4,8
11,D,06 27 ,"1,44 ",4,8,19 00 ,"1,33 ",4,4
12,L,07 23 ,"1,32 ",4,3,19 52 ,"1,17 ",3 10,
13,M,08 09 ,"1,17 ",3,10,20 35 ,"1,01 ",3,3
14,M,08 48 ,"1,03 ",3,4,21 13 ,"0,89 ",2 11,
15,,09 24 ,"0,93 ",3,0,21 47 ,"0,81 ",2,7
16,V,09 57 ,"0,87 ",2,10,22 20 ,"0,77 ",2,6
17,S,10 30 ,"0,86 ",2,9,22 51 ,"0,79 ",2,7
18,D,11 01 ,"0,90 ",2,11,23 22 ,"0,86 ",2,9
19,L,11 33 ,"0,98 ",3,2,23 53 ,"0,97 ",3,2
20,M,12 05 ,"1,09 ",3,6,— ,— ,— ,—
21,M,00 26 ,"1,11 ",3,7,12 41 ,"1,23 ",4,0
22,J,01 04 ,"1,27 ",4,1,13 23 ,"1,40 ",4,7
23,,01 48 ,"1,44 ",4,8,14 16 ,"1,56 ",5,1
24,S,02 45 ,"1,59 ",5,2,15 25 ,"1,66 ",5,5
25,D,03 59 ,"1,66 ",5,5,16 49 ,"1,63 ",5,4
26,L,05 20 ,"1,58 ",5,2,18 06 ,"1,43 ",4,8
27,M,06 29 ,"1,36 ",4,5,19 08 ,"1,11 ",3,7
28,M,07 26 ,"1,06 ",3,5,20 00 ,"0,75 ",2,5
29,J,08 16 ,"0,75 ",2,5,20 48 ,"0,43 ",1,4
30,,09 02 ,"0,48 ",1,6,21 34 ,"0,19 ",0,7
31,S,09 47 ,"0,30 ",0,11,22 19 ,"0,08 ",0,3
