EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,URTARRILA 2019 ENERO,,,
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,IRAILA 2019 SEPTIEMBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,D,04 34 ,"4,51 ",14,9,16 52 ,"4,73 ",15,6
2,L,05 18 ,"4,45 ",14,7,17 37 ,"4,59 ",15,0
3,M,06 03 ,"4,28 ",14,0,18 24 ,"4,33 ",14,2
4,M,06 50 ,"4,02 ",13,2,19 14 ,"3,98 ",13,0
5,J,07 43 ,"3,73 ",12,2,20 11 ,"3,61 ",11 10,
6,,08 46 ,"3,47 ",11,4,21 24 ,"3,31 ",10 10,
7,S,10 04 ,"3,32 ",10,10,22 54 ,"3,16 ",10,4
8,D,11 27 ,"3,32 ",10,10,— ,— ,— ,—
9,L,00 16 ,"3,20 ",10,5,12 36 ,"3,45 ",11,3
10,M,01 16 ,"3,35 ",10,11,13 28 ,"3,63 ",11 10,
11,M,01 59 ,"3,52 ",11,6,14 09 ,"3,80 ",12,5
12,J,02 34 ,"3,67 ",12,0,14 43 ,"3,96 ",12 11,
13,V,03 05 ,"3,81 ",12,5,15 14 ,"4,07 ",13,4
14,,03 33 ,"3,90 ",12,9,15 44 ,"4,15 ",13,7
15,D,04 00 ,"3,96 ",12,11,16 13 ,"4,18 ",13,8
16,L,04 27 ,"3,98 ",13,0,16 42 ,"4,16 ",13,7
17,M,04 56 ,"3,96 ",12,11,17 13 ,"4,08 ",13,4
18,M,05 25 ,"3,90 ",12,9,17 45 ,"3,95 ",12 11,
19,J,05 58 ,"3,79 ",12,5,18 21 ,"3,78 ",12,4
20,V,06 36 ,"3,63 ",11,10,19 04 ,"3,57 ",11,8
21,S,07 23 ,"3,46 ",11,4,20 00 ,"3,35 ",10 11,
22,,08 30 ,"3,31 ",10,10,21 21 ,"3,21 ",10,6
23,L,10 01 ,"3,28 ",10,9,22 56 ,"3,26 ",10,8
24,M,11 29 ,"3,44 ",11,3,— ,— ,— ,—
25,M,00 13 ,"3,50 ",11,5,12 36 ,"3,75 ",12,3
26,J,01 12 ,"3,82 ",12,6,13 30 ,"4,10 ",13,5
27,V,02 01 ,"4,14 ",13,6,14 18 ,"4,44 ",14,6
28,,02 46 ,"4,41 ",14,5,15 03 ,"4,68 ",15,4
29,D,03 29 ,"4,58 ",15,0,15 46 ,"4,80 ",15,8
30,L,04 11 ,"4,63 ",15,2,16 30 ,"4,77 ",15,7
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,IRAILA 2019 SEPTIEMBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,D,10 32 ,"0,24 ",0,9,23 03 ,"0,13 ",0,5
2,L,11 17 ,"0,30 ",0,11,23 48 ,"0,32 ",1,0
3,M,12 03 ,"0,50 ",1,7,— ,— ,— ,—
4,M,00 34 ,"0,62 ",2,0,12 52 ,"0,78 ",2,6
5,J,01 23 ,"0,98 ",3,2,13 46 ,"1,11 ",3,7
6,,02 19 ,"1,33 ",4,4,14 50 ,"1,42 ",4,7
7,S,03 29 ,"1,60 ",5,2,16 11 ,"1,60 ",5,2
8,D,04 53 ,"1,70 ",5,6,17 38 ,"1,59 ",5,2
9,L,06 11 ,"1,62 ",5,3,18 48 ,"1,45 ",4,9
10,M,07 08 ,"1,44 ",4,8,19 38 ,"1,25 ",4,1
11,M,07 52 ,"1,25 ",4,1,20 18 ,"1,07 ",3,6
12,J,08 29 ,"1,08 ",3,6,20 52 ,"0,92 ",3,0
13,V,09 02 ,"0,94 ",3,1,21 23 ,"0,81 ",2,7
14,,09 33 ,"0,85 ",2,9,21 52 ,"0,76 ",2,5
15,D,10 03 ,"0,82 ",2,8,22 21 ,"0,76 ",2,5
16,L,10 32 ,"0,83 ",2,8,22 50 ,"0,81 ",2,7
17,M,11 02 ,"0,89 ",2,11,23 19 ,"0,91 ",2 11,
18,M,11 34 ,"1,00 ",3,3,23 51 ,"1,05 ",3,5
19,J,12 09 ,"1,15 ",3,9,— ,— ,— ,—
20,V,00 26 ,"1,23 ",4,0,12 49 ,"1,33 ",4,4
21,S,01 09 ,"1,43 ",4,8,13 41 ,"1,52 ",4 11,
22,,02 06 ,"1,62 ",5,3,14 52 ,"1,66 ",5,5
23,L,03 24 ,"1,74 ",5,8,16 24 ,"1,65 ",5,4
24,M,04 56 ,"1,67 ",5,5,17 47 ,"1,42 ",4,7
25,M,06 11 ,"1,41 ",4,7,18 51 ,"1,07 ",3,6
26,J,07 09 ,"1,07 ",3,6,19 43 ,"0,70 ",2,3
27,V,07 58 ,"0,73 ",2,4,20 29 ,"0,38 ",1,2
28,,08 43 ,"0,45 ",1,5,21 13 ,"0,17 ",0,6
29,D,09 27 ,"0,27 ",0,10,21 56 ,"0,11 ",0,4
30,L,10 11 ,"0,22 ",0,8,22 39 ,"0,21 ",0,8
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,URRIA 2019 OCTUBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,M,04 53 ,"4,55 ",14,11,17 13 ,"4,59 ",15,0
2,M,05 35 ,"4,36 ",14,3,17 58 ,"4,28 ",14,0
3,J,06 19 ,"4,09 ",13,5,18 45 ,"3,91 ",12,9
4,V,07 08 ,"3,79 ",12,5,19 39 ,"3,53 ",11,6
5,,08 08 ,"3,50 ",11,5,20 50 ,"3,22 ",10,6
6,D,09 27 ,"3,31 ",10,10,22 25 ,"3,08 ",10,1
7,L,10 55 ,"3,29 ",10,9,23 52 ,"3,15 ",10,4
8,M,12 07 ,"3,41 ",11,2,— ,— ,— ,—
9,M,00 51 ,"3,32 ",10,10,13 00 ,"3,59 ",11,9
10,J,01 33 ,"3,51 ",11,6,13 41 ,"3,78 ",12,4
11,V,02 06 ,"3,69 ",12,1,14 15 ,"3,94 ",12 11,
12,S,02 36 ,"3,85 ",12,7,14 45 ,"4,08 ",13,4
13,,03 03 ,"3,98 ",13,0,15 15 ,"4,17 ",13,8
14,L,03 31 ,"4,08 ",13,4,15 44 ,"4,23 ",13 10,
15,M,03 58 ,"4,12 ",13,6,16 15 ,"4,22 ",13 10,
16,M,04 27 ,"4,12 ",13,6,16 46 ,"4,16 ",13,7
17,J,04 58 ,"4,07 ",13,4,17 20 ,"4,03 ",13,2
18,V,05 32 ,"3,96 ",12,11,17 58 ,"3,85 ",12,7
19,S,06 11 ,"3,80 ",12,5,18 43 ,"3,63 ",11 10,
20,D,07 01 ,"3,61 ",11,10,19 43 ,"3,41 ",11,2
21,,08 10 ,"3,44 ",11,3,21 07 ,"3,28 ",10,9
22,M,09 41 ,"3,41 ",11,2,22 40 ,"3,34 ",10 11,
23,M,11 08 ,"3,56 ",11,8,23 55 ,"3,59 ",11,9
24,J,12 15 ,"3,85 ",12,7,— ,— ,— ,—
25,V,00 53 ,"3,90 ",12,9,13 10 ,"4,17 ",13,8
26,S,01 41 ,"4,20 ",13,9,13 58 ,"4,45 ",14,7
27,D,02 25 ,"4,44 ",14,6,14 43 ,"4,64 ",15,2
28,,03 07 ,"4,59 ",15,0,15 26 ,"4,71 ",15,5
29,M,03 48 ,"4,62 ",15,1,16 09 ,"4,64 ",15,2
30,M,04 29 ,"4,55 ",14,11,16 52 ,"4,45 ",14,7
31,J,05 10 ,"4,38 ",14,4,17 34 ,"4,16 ",13,7
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,URRIA 2019 OCTUBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,M,10 54 ,"0,32 ",1,0,23 21 ,"0,44 ",1,5
2,M,11 39 ,"0,54 ",1,9,— ,— ,— ,—
3,J,00 04 ,"0,76 ",2,5,12 26 ,"0,85 ",2,9
4,V,00 51 ,"1,12 ",3,8,13 18 ,"1,20 ",3 11,
5,,01 44 ,"1,48 ",4,10,14 21 ,"1,51 ",4 11,
6,D,02 53 ,"1,75 ",5,8,15 42 ,"1,70 ",5,6
7,L,04 21 ,"1,85 ",6,0,17 12 ,"1,70 ",5,6
8,M,05 44 ,"1,75 ",5,8,18 23 ,"1,54 ",5,0
9,M,06 42 ,"1,56 ",5,1,19 12 ,"1,35 ",4,5
10,J,07 26 ,"1,35 ",4,5,19 50 ,"1,16 ",3,9
11,V,08 02 ,"1,16 ",3,9,20 23 ,"1,00 ",3,3
12,S,08 35 ,"1,01 ",3,3,20 53 ,"0,89 ",2 11,
13,,09 05 ,"0,91 ",2,11,21 22 ,"0,82 ",2,8
14,L,09 35 ,"0,85 ",2,9,21 50 ,"0,80 ",2,7
15,M,10 05 ,"0,83 ",2,8,22 19 ,"0,83 ",2,8
16,M,10 36 ,"0,87 ",2,10,22 49 ,"0,91 ",2 11,
17,J,11 09 ,"0,96 ",3,1,23 22 ,"1,04 ",3,4
18,V,11 45 ,"1,10 ",3,7,— ,— ,— ,—
19,S,00 00 ,"1,22 ",4,0,12 29 ,"1,28 ",4,2
20,D,00 45 ,"1,43 ",4,8,13 23 ,"1,47 ",4,9
21,,01 44 ,"1,63 ",5,4,14 36 ,"1,60 ",5,2
22,M,03 04 ,"1,75 ",5,8,16 06 ,"1,58 ",5,2
23,M,04 35 ,"1,67 ",5,5,17 27 ,"1,36 ",4,5
24,J,05 50 ,"1,42 ",4,7,18 30 ,"1,05 ",3,5
25,V,06 48 ,"1,09 ",3,6,19 22 ,"0,73 ",2,4
26,S,07 37 ,"0,77 ",2,6,20 08 ,"0,47 ",1,6
27,D,08 23 ,"0,52 ",1,8,20 51 ,"0,32 ",1,0
28,,09 07 ,"0,37 ",1,2,21 33 ,"0,31 ",1,0
29,M,09 50 ,"0,35 ",1,1,22 15 ,"0,42 ",1,4
30,M,10 34 ,"0,45 ",1,5,22 56 ,"0,63 ",2,0
31,J,11 18 ,"0,66 ",2,1,23 38 ,"0,91 ",2 11,
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,AZAROA 2019 NOVIEMBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,V,05 53 ,"4,13 ",13,6,18 19 ,"3,83 ",12,6
2,S,06 39 ,"3,85 ",12,7,19 09 ,"3,50 ",11,5
3,D,07 34 ,"3,58 ",11,8,20 13 ,"3,23 ",10,7
4,,08 43 ,"3,38 ",11,1,21 37 ,"3,09 ",10,1
5,M,10 05 ,"3,30 ",10,9,23 04 ,"3,11 ",10,2
6,M,11 20 ,"3,36 ",11,0,— ,— ,— ,—
7,J,00 07 ,"3,26 ",10,8,12 17 ,"3,51 ",11,6
8,V,00 53 ,"3,45 ",11,3,13 02 ,"3,68 ",12,0
9,S,01 30 ,"3,64 ",11,11,13 39 ,"3,85 ",12,7
10,D,02 02 ,"3,82 ",12,6,14 13 ,"4,00 ",13,1
11,L,02 32 ,"3,98 ",13,0,14 45 ,"4,11 ",13,5
12,,03 02 ,"4,10 ",13,5,15 18 ,"4,19 ",13,8
13,M,03 32 ,"4,18 ",13,8,15 51 ,"4,21 ",13,9
14,J,04 04 ,"4,21 ",13,9,16 26 ,"4,16 ",13,7
15,V,04 39 ,"4,18 ",13,8,17 03 ,"4,06 ",13,3
16,S,05 16 ,"4,09 ",13,5,17 45 ,"3,90 ",12,9
17,D,06 00 ,"3,95 ",12,11,18 35 ,"3,70 ",12,1
18,L,06 53 ,"3,78 ",12,4,19 37 ,"3,52 ",11,6
19,,08 01 ,"3,63 ",11,10,20 54 ,"3,41 ",11,2
20,M,09 22 ,"3,59 ",11,9,22 18 ,"3,46 ",11,4
21,J,10 42 ,"3,68 ",12,0,23 30 ,"3,63 ",11 10,
22,V,11 51 ,"3,87 ",12,8,— ,— ,— ,—
23,S,00 29 ,"3,88 ",12,8,12 48 ,"4,09 ",13,5
24,D,01 19 ,"4,12 ",13,6,13 39 ,"4,29 ",14,0
25,L,02 05 ,"4,31 ",14,1,14 26 ,"4,41 ",14,5
26,,02 48 ,"4,44 ",14,6,15 10 ,"4,45 ",14,7
27,M,03 29 ,"4,48 ",14,8,15 53 ,"4,38 ",14,4
28,J,04 10 ,"4,44 ",14,6,16 34 ,"4,23 ",13 10,
29,V,04 51 ,"4,32 ",14,2,17 16 ,"4,02 ",13,2
30,S,05 32 ,"4,14 ",13,6,17 58 ,"3,78 ",12,4
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,AZAROA 2019 NOVIEMBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,V,12 03 ,"0,94 ",3,1,— ,— ,— ,—
2,S,00 22 ,"1,23 ",4,0,12 53 ,"1,24 ",4,0
3,D,01 13 ,"1,53 ",5,0,13 52 ,"1,52 ",4 11,
4,,02 16 ,"1,77 ",5,9,15 04 ,"1,71 ",5,7
5,M,03 36 ,"1,89 ",6,2,16 26 ,"1,74 ",5,8
6,M,04 58 ,"1,84 ",6,0,17 38 ,"1,64 ",5,4
7,J,06 01 ,"1,69 ",5,6,18 32 ,"1,48 ",4 10,
8,V,06 49 ,"1,50 ",4,11,19 13 ,"1,30 ",4,3
9,S,07 29 ,"1,31 ",4,3,19 48 ,"1,15 ",3,9
10,D,08 04 ,"1,15 ",3,9,20 20 ,"1,02 ",3,4
11,L,08 36 ,"1,02 ",3,4,20 51 ,"0,93 ",3,0
12,,09 08 ,"0,92 ",3,0,21 21 ,"0,87 ",2 10,
13,M,09 40 ,"0,87 ",2,10,21 53 ,"0,86 ",2,9
14,J,10 14 ,"0,86 ",2,9,22 26 ,"0,91 ",2 11,
15,V,10 51 ,"0,91 ",2,11,23 03 ,"1,01 ",3,3
16,S,11 32 ,"1,01 ",3,3,23 44 ,"1,16 ",3,9
17,D,12 19 ,"1,15 ",3,9,— ,— ,— ,—
18,L,00 33 ,"1,34 ",4,4,13 16 ,"1,31 ",4,3
19,,01 34 ,"1,51 ",4,11,14 25 ,"1,42 ",4,7
20,M,02 48 ,"1,62 ",5,3,15 45 ,"1,42 ",4,7
21,J,04 10 ,"1,57 ",5,1,17 01 ,"1,28 ",4,2
22,V,05 23 ,"1,39 ",4,6,18 05 ,"1,07 ",3,6
23,S,06 24 ,"1,14 ",3,8,18 59 ,"0,85 ",2,9
24,D,07 16 ,"0,89 ",2,11,19 47 ,"0,68 ",2,2
25,L,08 04 ,"0,69 ",2,3,20 31 ,"0,59 ",1 11,
26,,08 50 ,"0,58 ",1,10,21 13 ,"0,58 ",1 10,
27,M,09 34 ,"0,55 ",1,9,21 55 ,"0,65 ",2,1
28,J,10 17 ,"0,61 ",2,0,22 36 ,"0,80 ",2,7
29,V,11 01 ,"0,76 ",2,5,23 17 ,"0,99 ",3,2
30,S,11 45 ,"0,96 ",3,1,23 59 ,"1,21 ",3 11,
EGUNAK-DÍAS,,ITSASGORA-PLEAMARES ,,,,ABENDUA 2019 DICIEMBRE,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,
bete-,koak,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,
del,se-,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,
1,D,06 15 ,"3,92 ",12,10,18 42 ,"3,53 ",11,6
2,L,07 02 ,"3,69 ",12,1,19 34 ,"3,32 ",10 10,
3,M,07 58 ,"3,50 ",11,5,20 36 ,"3,16 ",10,4
4,,09 02 ,"3,36 ",11,0,21 51 ,"3,11 ",10,2
5,J,10 13 ,"3,33 ",10,11,23 02 ,"3,17 ",10,4
6,V,11 18 ,"3,38 ",11,1,23 59 ,"3,31 ",10 10,
7,S,12 13 ,"3,50 ",11,5,— ,— ,— ,—
8,D,00 45 ,"3,49 ",11,5,12 59 ,"3,65 ",11 11,
9,L,01 24 ,"3,68 ",12,0,13 39 ,"3,81 ",12,5
10,M,02 01 ,"3,86 ",12,7,14 17 ,"3,95 ",12 11,
11,M,02 36 ,"4,02 ",13,2,14 54 ,"4,06 ",13,3
12,,03 11 ,"4,15 ",13,7,15 32 ,"4,13 ",13,6
13,V,03 48 ,"4,23 ",13,10,16 12 ,"4,14 ",13,6
14,S,04 27 ,"4,26 ",13,11,16 54 ,"4,09 ",13,5
15,D,05 09 ,"4,22 ",13,10,17 39 ,"3,99 ",13,1
16,L,05 56 ,"4,13 ",13,6,18 30 ,"3,85 ",12,7
17,M,06 48 ,"4,00 ",13,1,19 28 ,"3,69 ",12,1
18,M,07 49 ,"3,86 ",12,7,20 34 ,"3,57 ",11,8
19,,08 58 ,"3,75 ",12,3,21 47 ,"3,54 ",11,7
20,V,10 12 ,"3,72 ",12,2,22 58 ,"3,60 ",11,9
21,S,11 23 ,"3,77 ",12,4,— ,— ,— ,—
22,D,00 03 ,"3,73 ",12,2,12 28 ,"3,87 ",12,8
23,L,00 59 ,"3,90 ",12,9,13 24 ,"3,98 ",13,0
24,M,01 49 ,"4,05 ",13,3,14 14 ,"4,06 ",13,3
25,M,02 35 ,"4,18 ",13,8,15 00 ,"4,10 ",13,5
26,,03 17 ,"4,26 ",13,11,15 42 ,"4,09 ",13,5
27,V,03 57 ,"4,28 ",14,0,16 22 ,"4,02 ",13,2
28,S,04 36 ,"4,23 ",13,10,17 00 ,"3,91 ",12,9
29,D,05 14 ,"4,13 ",13,6,17 37 ,"3,77 ",12,4
30,L,05 52 ,"3,98 ",13,0,18 15 ,"3,62 ",11 10,
31,M,06 32 ,"3,82 ",12,6,18 55 ,"3,45 ",11,3
EGUNAK-DÍAS,,ITSASBEHERA-BAJAMARES ,,,,ABENDUA 2019 DICIEMBRE,,,,
hila-,aste-,GOIZEZ - MAÑANA,,,,ARRATSALDEZ - TARDE,,,,
bete-,koak,,,,,,,,,
,,Orduak,Nibel e. b. i. b.,,,Orduak,Nibel e. b. i. b.,,,
koak,de la,Horas,Nivel s. b. v. e.,,,Horas,Nivel s. b. v. e.,,,
del,se-,,,,,,,,,
,,ord. min.,m.ak zm.ak,o. haz.,,ord. min.,m.ak zm.ak,o. haz.,,
mes,mana,h. m.,mts. cs.,p. pul.,,h. m.,mts. cs.,p. pul.,,
1,D,12 31 ,"1,19 ",3,10,— ,— ,— ,—,
2,L,00 45 ,"1,44 ",4,8,13 21 ,"1,41 ",4,7,
3,M,01 38 ,"1,64 ",5,4,14 19 ,"1,59 ",5,2,
4,,02 41 ,"1,79 ",5,10,15 25 ,"1,69 ",5,6,
5,J,03 53 ,"1,83 ",6,0,16 35 ,"1,69 ",5,6,
6,V,05 03 ,"1,78 ",5,10,17 36 ,"1,61 ",5,3,
7,S,06 00 ,"1,65 ",5,4,18 27 ,"1,48 ",4 10,,
8,D,06 48 ,"1,48 ",4,10,19 09 ,"1,33 ",4,4,
9,L,07 29 ,"1,31 ",4,3,19 46 ,"1,18 ",3 10,,
10,M,08 07 ,"1,15 ",3,9,20 21 ,"1,04 ",3,4,
11,M,08 44 ,"1,00 ",3,3,20 56 ,"0,94 ",3,1,
12,,09 21 ,"0,88 ",2,10,21 32 ,"0,86 ",2,9,
13,V,09 59 ,"0,79 ",2,7,22 10 ,"0,84 ",2,9,
14,S,10 40 ,"0,77 ",2,6,22 51 ,"0,88 ",2 10,,
15,D,11 25 ,"0,80 ",2,7,23 37 ,"0,97 ",3,2,
16,L,12 13 ,"0,89 ",2,11,— ,— ,— ,—,
17,M,00 27 ,"1,10 ",3,7,13 08 ,"1,01 ",3,3,
18,M,01 23 ,"1,24 ",4,0,14 09 ,"1,14 ",3,8,
19,,02 28 ,"1,36 ",4,5,15 18 ,"1,23 ",4,0,
20,V,03 40 ,"1,40 ",4,7,16 29 ,"1,23 ",4,0,
21,S,04 53 ,"1,35 ",4,5,17 37 ,"1,17 ",3 10,,
22,D,05 59 ,"1,23 ",4,0,18 36 ,"1,06 ",3,5,
23,L,06 58 ,"1,07 ",3,6,19 28 ,"0,95 ",3,1,
24,M,07 50 ,"0,91 ",2,11,20 16 ,"0,86 ",2,9,
25,M,08 38 ,"0,79 ",2,7,20 59 ,"0,81 ",2,7,
26,,09 23 ,"0,72 ",2,4,21 40 ,"0,81 ",2,7,
27,V,10 06 ,"0,71 ",2,3,22 20 ,"0,85 ",2,9,
28,S,10 47 ,"0,77 ",2,6,22 59 ,"0,94 ",3,1,
29,D,11 27 ,"0,88 ",2,10,23 39 ,"1,07 ",3,6,
30,L,12 07 ,"1,03 ",3,4,— ,— ,— ,—,
31,M,00 19 ,"1,23 ",4,0,12 48 ,"1,20 ",3 11,,
